1001	88.1739 	40.3722 	822.60 
1002	88.1810 	40.3654 	831.70 
1003	88.1890 	40.3581 	828.90 
1004	88.1953 	40.3508 	832.00 
1005	88.2008 	40.3434 	826.10 
1006	88.2065 	40.3354 	823.30 
1007	88.2121 	40.3264 	821.40 
1008	88.2202 	40.3161 	833.20 
1009	88.2371 	40.3111 	826.80 
1010	88.2456 	40.2980 	822.80 
1011	88.2492 	40.2892 	828.00 
1012	88.2526 	40.2813 	824.30 
1013	88.2537 	40.2743 	819.10 
1014	88.2511 	40.2647 	824.30 
1015	88.2503 	40.2566 	826.50 
1016	88.2522 	40.2498 	819.80 
1017	88.2533 	40.2418 	824.20 
1018	88.2500 	40.2284 	824.30 
1019	88.2471 	40.2224 	820.70 
1020	88.2478 	40.2124 	821.20 
1021	88.2495 	40.2050 	817.50 
1022	88.2506 	40.1969 	824.60 
1023	88.2551 	40.1887 	821.80 
1024	88.2608 	40.1805 	820.90 
1025	88.2683 	40.1713 	820.30 
1026	88.2843 	40.1672 	829.60 
1027	88.2979 	40.1610 	818.30 
1028	88.3126 	40.1587 	821.60 
1029	88.3307 	40.1543 	817.80 
1030	88.3517 	40.1493 	822.30 
1031	88.3608 	40.1410 	820.20 
1032	88.3690 	40.1311 	817.90 
1033	88.3736 	40.1172 	817.30 
1034	88.3718 	40.1092 	817.60 
1035	88.3681 	40.0989 	817.10 
1036	88.3683 	40.0832 	815.80 
1037	88.3705 	40.0736 	823.80 
1038	88.3800 	40.0646 	820.80 
1039	88.3795 	40.0573 	818.20 
1040	88.3811 	40.0448 	817.50 
1041	88.3773 	40.0396 	818.90 
1042	88.3706 	40.0272 	815.60 
1043	88.3708 	40.0207 	815.20 
1044	88.3713 	40.0125 	816.10 
1045	88.3661 	40.0022 	813.70 
1046	88.3644 	39.9917 	816.10 
1047	88.3617 	39.9791 	813.50 
1048	88.3615 	39.9724 	814.40 
1049	88.3622 	39.9674 	814.90 
1050	88.3641 	39.9585 	810.30 
1051	88.3654 	39.9509 	813.60 
1052	88.3668 	39.9427 	814.50 
1053	88.3716 	39.9363 	815.20 
1054	88.3756 	39.9289 	817.30 
1055	88.3806 	39.9209 	821.40 
1056	88.3804 	39.9131 	813.10 
1057	88.3889 	39.9053 	812.80 
1058	88.3950 	39.8965 	818.60 
1059	88.4001 	39.8886 	816.30 
1060	88.4002 	39.8770 	806.90 
1061	88.3997 	39.8670 	814.30 
1062	88.3944 	39.8609 	808.70 
1063	88.3888 	39.8546 	800.50 
1064	88.3877 	39.8453 	820.30 
1065	88.3901 	39.8363 	815.60 
1066	88.3910 	39.8275 	807.80 
1067	88.3857 	39.8175 	810.00 
1068	88.3818 	39.8099 	811.30 
1069	88.3811 	39.8018 	812.70 
1070	88.3788 	39.7926 	815.80 
1071	88.3833 	39.7849 	812.80 
1072	88.3868 	39.7788 	811.60 
1073	88.3898 	39.7701 	807.10 
1074	88.3922 	39.7623 	805.30 
1075	88.3933 	39.7539 	806.30 
1076	88.3996 	39.7452 	809.40 
1077	88.4008 	39.7363 	808.70 
1078	88.4049 	39.7264 	807.70 
1079	88.4069 	39.7186 	806.10 
1080	88.4071 	39.7081 	812.70 
1081	88.4121 	39.7008 	805.70 
1082	88.4153 	39.6912 	807.90 
1083	88.4206 	39.6824 	811.20 
1084	88.4244 	39.6742 	802.10 
1085	88.4248 	39.6646 	793.20 
1086	88.4252 	39.6554 	786.20 
1087	88.4268 	39.6450 	809.70 
1088	88.4276 	39.6386 	811.30 
1089	88.4266 	39.6302 	809.30 
1090	88.4241 	39.6187 	807.70 
1091	88.4227 	39.6116 	807.40 
1092	88.4235 	39.6059 	806.80 
1093	88.4169 	39.5978 	805.80 
1094	88.4091 	39.5903 	804.10 
1095	88.3983 	39.5774 	806.80 
1096	88.3966 	39.5691 	806.80 
1097	88.3888 	39.5550 	799.90 
1098	88.3874 	39.5486 	805.40 
1099	88.3804 	39.5422 	801.90 
1100	88.3728 	39.5370 	803.60 
1101	88.3572 	39.5267 	806.30 
1102	88.3477 	39.5168 	803.50 
1103	88.3619 	39.5092 	802.10 
1104	88.3760 	39.5016 	800.50 
1105	88.3889 	39.4949 	802.80 
1106	88.3981 	39.4894 	803.80 
1108	88.4095 	39.4843 	804.90 
1109	88.4199 	39.4777 	799.30 
1110	88.4302 	39.4723 	802.20 
1111	88.4375 	39.4684 	798.40 
1112	88.4461 	39.4638 	799.70 
1113	88.4552 	39.4589 	799.90 
1114	88.4650 	39.4538 	801.50 
1115	88.4729 	39.4495 	802.60 
1116	88.4819 	39.4447 	801.30 
1117	88.4910 	39.4398 	800.20 
1118	88.4987 	39.4367 	797.00 
1119	88.5073 	39.4321 	800.80 
1120	88.5180 	39.4264 	802.00 
1121	88.5248 	39.4232 	806.10 
1122	88.5331 	39.4185 	801.60 
1123	88.5417 	39.4136 	803.20 
1124	88.5501 	39.4092 	794.40 
1125	88.5595 	39.4042 	795.20 
1126	88.5707 	39.3984 	794.90 
1127	88.5776 	39.3945 	799.80 
1128	88.5870 	39.3897 	798.70 
1129	88.5948 	39.3854 	803.70 
1130	88.6038 	39.3806 	800.70 
1131	88.6119 	39.3763 	811.10 
1132	88.6196 	39.3722 	807.70 
1133	88.6300 	39.3666 	809.40 
1134	88.6392 	39.3617 	808.50 
1135	88.6476 	39.3571 	819.50 
1136	88.6554 	39.3531 	817.30 
1137	88.6641 	39.3483 	819.40 
1138	88.6695 	39.3454 	822.60 
1139	88.6817 	39.3389 	820.50 
1140	88.6904 	39.3340 	826.00 
1141	88.6976 	39.3302 	825.60 
1142	88.7045 	39.3265 	842.50 
1143	88.7153 	39.3207 	844.40 
1144	88.7239 	39.3161 	844.00 
1145	88.7318 	39.3119 	858.70 
1146	88.7421 	39.3064 	864.20 
1147	88.7495 	39.3024 	865.10 
1148	88.7578 	39.2980 	867.10 
1149	88.7648 	39.2943 	870.70 
1150	88.7760 	39.2883 	870.10 
1151	88.7840 	39.2841 	878.20 
1152	88.7931 	39.2792 	877.70 
1153	88.7999 	39.2757 	880.20 
1154	88.8111 	39.2692 	886.30 
1155	88.8177 	39.2632 	887.50 
1156	88.8226 	39.2569 	896.00 
1157	88.8289 	39.2472 	905.10 
1158	88.8334 	39.2399 	908.90 
1159	88.8379 	39.2326 	919.30 
1160	88.8420 	39.2259 	927.50 
1161	88.8491 	39.2129 	944.00 
1162	88.8547 	39.2036 	954.10 
1163	88.8777 	39.1942 	960.10 
1164	88.8915 	39.1984 	959.80 
1165	88.9020 	39.1998 	961.80 
1166	88.9130 	39.1995 	958.30 
1167	88.9220 	39.1991 	962.50 
1168	88.9309 	39.1988 	958.70 
1169	88.9404 	39.1968 	958.00 
1170	88.9518 	39.1968 	950.60 
1171	88.9621 	39.1964 	940.40 
1172	88.9715 	39.1960 	949.00 
1173	88.9805 	39.1957 	943.30 
1174	88.9949 	39.1970 	942.00 
1175	89.0043 	39.1985 	946.20 
1176	89.0137 	39.1999 	954.60 
1177	89.0220 	39.2012 	954.40 
1178	89.0318 	39.2026 	956.40 
1179	89.0428 	39.2042 	959.30 
1180	89.0532 	39.2058 	957.50 
1181	89.0613 	39.2070 	964.70 
1182	89.0710 	39.2085 	966.60 
1183	89.0832 	39.2102 	968.80 
1184	89.0927 	39.2112 	981.60 
1185	89.1039 	39.2123 	981.40 
1186	89.1158 	39.2127 	996.60 
1187	89.1279 	39.2120 	1016.40 
1188	89.1422 	39.2100 	1029.60 
1189	89.1510 	39.2105 	1033.90 
1190	89.1599 	39.2100 	1044.40 
1191	89.1671 	39.2097 	1044.40 
1192	89.1773 	39.2092 	1052.50 
1193	89.1884 	39.2086 	1060.70 
1194	89.2009 	39.2078 	1069.50 
1195	89.2126 	39.2070 	1075.10 
1196	89.2227 	39.2065 	1077.60 
1197	89.2332 	39.2064 	1096.20 
1198	89.2424 	39.2055 	1097.70 
1199	89.2535 	39.2049 	1101.50 
1200	89.2634 	39.2051 	1106.70 
1201	89.2718 	39.2039 	1116.00 
1202	89.2830 	39.2031 	1125.50 
1203	89.2918 	39.2026 	1132.70 
1204	89.3025 	39.2010 	1143.50 
1205	89.3127 	39.2013 	1151.90 
1206	89.3233 	39.2009 	1156.80 
1207	89.3362 	39.2014 	1163.40 
1208	89.3456 	39.2019 	1169.40 
1209	89.3564 	39.2033 	1172.50 
1210	89.3693 	39.2038 	1182.20 
1211	89.3800 	39.2042 	1192.80 
1212	89.3892 	39.2047 	1208.30 
1213	89.4034 	39.2052 	1212.30 
1214	89.4116 	39.2056 	1215.00 
1215	89.4220 	39.2060 	1230.00 
1216	89.4319 	39.2064 	1238.80 
1217	89.4440 	39.2068 	1246.50 
1218	89.4565 	39.2074 	1258.40 
1219	89.4685 	39.2078 	1267.40 
1220	89.4823 	39.2078 	1282.20 
1221	89.4937 	39.2058 	1298.50 
1222	89.5036 	39.2040 	1308.40 
1223	89.5123 	39.2024 	1322.50 
1224	89.5214 	39.2007 	1332.00 
1225	89.5324 	39.1986 	1354.20 
1226	89.5434 	39.1966 	1369.40 
1227	89.5534 	39.1948 	1388.70 
1228	89.5630 	39.1930 	1402.90 
1229	89.5725 	39.1912 	1413.70 
1230	89.5810 	39.1896 	1430.10 
1231	89.5910 	39.1878 	1454.80 
1232	89.6014 	39.1858 	1474.00 
1233	89.6132 	39.1838 	1488.30 
1234	89.6226 	39.1819 	1507.20 
1235	89.6311 	39.1803 	1522.50 
1236	89.6414 	39.1784 	1537.80 
1237	89.6518 	39.1765 	1554.00 
1238	89.6610 	39.1748 	1565.90 
1239	89.6681 	39.1735 	1580.50 
1240	89.6769 	39.1728 	1591.80 
1241	89.6858 	39.1721 	1597.30 
1242	89.6956 	39.1713 	1613.20 
1243	89.7060 	39.1705 	1621.80 
1244	89.7115 	39.1701 	1620.20 
1245	89.7196 	39.1694 	1631.80 
1246	89.7296 	39.1687 	1631.80 
1247	89.7428 	39.1677 	1647.50 
1248	89.7557 	39.1666 	1649.30 
1249	89.7665 	39.1658 	1655.50 
1250	89.7780 	39.1649 	1646.20 
1251	89.7865 	39.1642 	1661.30 
1252	89.7951 	39.1635 	1685.30 
1253	89.8069 	39.1626 	1708.20 
1254	89.8196 	39.1616 	1729.10 
1255	89.8287 	39.1609 	1747.60 
